State Name,Univesity Name ,College/Stand Alone Institution
Kerala,"Kerala University, Thiruvananthapuram","Emmanuel College of B.Ed. Training, Vazhichal, Kudappanamoodu P.O."
Kerala,"Kerala University, Thiruvananthapuram","Sree Ayyappa College, Thiruvanvandoor, Chengannur"
Kerala,"Kerala University, Thiruvananthapuram",NA
Kerala,"Kerala University, Thiruvananthapuram","Rajadhani Institute of Engineering and Technology, Alamcode, Attingal"
Kerala,"Kerala University, Thiruvananthapuram","G.Karunakaran Memorial Co-operative College of Management, Azhicode, Thiruvananthapuram"
Kerala,"Kerala University, Thiruvananthapuram","Fathima Memorial Training College, Pallimukku, Kollam"
Kerala,"Kerala University, Thiruvananthapuram","Valiya Koonambaikulathamma College of Engineering and Technology, Chavarcode, Parippally P.O., Thiruvananthapuram"
Kerala,"Kerala University, Thiruvananthapuram","Sanatana Dharma College, Alappuzha"
Kerala,"Kerala University, Thiruvananthapuram","Snehacharya Institute of Hotel Management and Technology, Karuvatta, Alappuzha"
Kerala,"Kerala University, Thiruvananthapuram","Sree Narayana College, Kollam"
Kerala,"Kerala University, Thiruvananthapuram","Millath College of Teacher Education, Sooranad P.O., Kollam"
Kerala,"Kerala University, Thiruvananthapuram","Baselios Marthoma Mathews II Training College, Kottarakkara, Kollam"
Kerala,"Kerala University, Thiruvananthapuram","Govt.College of Teacher Education, Thycaud, Thiruvananthapuram"
Kerala,"Kerala University, Thiruvananthapuram","Govt. College, Attingal"
Kerala,"Kerala University, Thiruvananthapuram","Naipunya School of Management, Near Manorama Jn., Cherthala"
Kerala,"Kerala University, Thiruvananthapuram","Shahul Hameed Memorial Engineering College, Kadakkal, Kollam"
Kerala,"Kerala University, Thiruvananthapuram","HHMSPB NSS College for Women, Neeramankara, Thiruvananthapuram"
Kerala,"Kerala University, Thiruvananthapuram","St.John's College, Anchal"
Kerala,"Kerala University, Thiruvananthapuram","Member Sree Narayana Pillai Institute of Management and Technology, Chavara, Kollam"
Kerala,"Kerala University, Thiruvananthapuram","Buddha College of Teacher Education, Muthukulam North, Alappuzha"
Kerala,"Kerala University, Thiruvananthapuram","LBS Institute of Technology for Women, Poojappura, Thiruvananthapuram"
Kerala,"Kerala University, Thiruvananthapuram","Bishop Moore College, Mavelikkara, Alappuzha"
Kerala,"Kerala University, Thiruvananthapuram","Sree Chitra Thirunal College of Engineering, Pappanamcode, Thiruvanthapuram"
Kerala,"Kerala University, Thiruvananthapuram","Victory College of Teacher Education Centr, Olathanni, Thiruvananthapuram"
Kerala,"Kerala University, Thiruvananthapuram","KPM B.Ed. College, Cheriyavelinelloor, Kollam"
Kerala,"Kerala University, Thiruvananthapuram","MM NSS College, Kottiyam"
Kerala,"Kerala University, Thiruvananthapuram","Travancore Engineering College, Oyoor, Kollam"
Kerala,"Kerala University, Thiruvananthapuram","Baby John Memorial Govt. College, Chavara"
Kerala,"Kerala University, Thiruvananthapuram","Sree Narayana College, Chathannur"
Kerala,"Kerala Veterinary and Animal Science University, Wayanad",NA
Uttar Pradesh,KING GEORGE MEDICAL UNIVERSITY,NA
Uttar Pradesh,KING GEORGE MEDICAL UNIVERSITY,Vivekanand College of Nursing
Uttar Pradesh,KING GEORGE MEDICAL UNIVERSITY,Dr. Tandon College of Nursing
Uttar Pradesh,KING GEORGE MEDICAL UNIVERSITY,B.C.M College of Nursing
Uttar Pradesh,KING GEORGE MEDICAL UNIVERSITY,Apex Paramedical Institute
Jharkhand,"Kolhan University, West Singhbhum","L.B.S.M. COLLEGE, JAMSHEDPUR"
Jharkhand,"Kolhan University, West Singhbhum",Patamada College Jalla
Jharkhand,"Kolhan University, West Singhbhum","Loyola College of Education, Jamshedpur"
Jharkhand,"Kolhan University, West Singhbhum","B.A College of Engineering, Jamshedpur"
Jharkhand,"Kolhan University, West Singhbhum","THE GRADUATE SCHOOL COLLEGE FOR WOMEN, JAMSHEDPUR"
Jharkhand,"Kolhan University, West Singhbhum","GHATSHILA COLLEGE, GHATSILA"
Jharkhand,"Kolhan University, West Singhbhum","S.B. COLLEGE, CHANDIL"
Jharkhand,"Kolhan University, West Singhbhum",X.I.T.E Gamharia Seraikela Kharsawan
Jharkhand,"Kolhan University, West Singhbhum","B.D.S Mahila College, Ghatsila"
Jharkhand,"Kolhan University, West Singhbhum","J.L.N. COLLEGE ,CHAKRADHARPUR"
Jharkhand,"Kolhan University, West Singhbhum","JAMSHEDPUR CO-OPERATIVE LAW COLLEGE, JAMSHEDPUR"
Jharkhand,"Kolhan University, West Singhbhum","J.K.S. COLLEGE, MANGO, JAMSHEDPUR"
Jharkhand,"Kolhan University, West Singhbhum",NA
Jharkhand,"Kolhan University, West Singhbhum",JAMSHEDPUR CO-OPERATIVE COLLEGE
Jharkhand,"Kolhan University, West Singhbhum","N.S.I.B.M, Jamshedpur"
Jharkhand,"Kolhan University, West Singhbhum","R.V.S Engineering College, Jamshedpur"
Jharkhand,"Kolhan University, West Singhbhum",Karim City College Jamshedpur
Jharkhand,"Kolhan University, West Singhbhum","K.S. COLLEGE, SERAIKELLA"
Jharkhand,"Kolhan University, West Singhbhum",jJAMSHEDPUR WOMENS COLLEGE
Jharkhand,"Kolhan University, West Singhbhum","MAHILA COLLEGE, CHAIBASA"
Jharkhand,"Kolhan University, West Singhbhum",ABM college. Jamshedpur
Andhra Pradesh,"Koneru Lakshmaiah Education Foundation,Guntur",NA
Rajasthan,"Kota University, Kota","Govt. College, Bundi"
Rajasthan,"Kota University, Kota","Govt. College, Jhalawar"
Rajasthan,"Kota University, Kota","Veena Memorial T.T. College,Padewa, Karauli"
Rajasthan,"Kota University, Kota","Children T.T. College,Dadabari Chhota Choraha, Near Police Station, Kota"
Rajasthan,"Kota University, Kota","Govt. College, Todabhim, Karauli"
Rajasthan,"Kota University, Kota","Govt. College, Kota"
Rajasthan,"Kota University, Kota","Govt. Girls College, Karauli"
Rajasthan,"Kota University, Kota","Balaji Mahila T.T. College, Rangbari, Kota"
Rajasthan,"Kota University, Kota","Maa Bharti T.T. College, Talwandi, Kota"
Rajasthan,"Kota University, Kota","J.L.N.B. Ed. College, Sangod, Kota"
Rajasthan,"Kota University, Kota","K.R.B.R. Hedgewar T.T. College, Bundi"
Rajasthan,"Kota University, Kota","Balaji Mahila Mahavidhyalaya,Mainpura, Sawaimadhopur"
Rajasthan,"Kota University, Kota","Institute of Business Biosciences, RIICO Industrial Area, Ranpur, Kota"
Rajasthan,"Kota University, Kota","ACHARYA NANESH T T COLLEGE ALANPUR, SAWAIAMDHOPUR"
Rajasthan,"Kota University, Kota","Govt. College, Sawaimadhopur"
Rajasthan,"Kota University, Kota","Om Kothari Institute of Management and Research, Kota"
Rajasthan,"Kota University, Kota","SWAMI VEVEKANND COLLEGE, BHAWANIMANDI"
Rajasthan,"Kota University, Kota","Govt. Birla College, Bhawanimandi, Distt. Jhalawar"
Rajasthan,"Kota University, Kota","Ramanand T.T. College,Mahaveer Colony, Rangpur Road, Station, Kota"
Rajasthan,"Kota University, Kota","Sant Mother Teresa College, Baran"
Rajasthan,"Kota University, Kota","Hitkari Mahila T.T. College, Garh Palace, Kota"
Rajasthan,"Kota University, Kota","Govt. College, Baran"
Rajasthan,"Kota University, Kota","Shri Agarsen Mahila T.T. College, Hindauncity"
Rajasthan,"Kota University, Kota","Mother Teresa T.T. College, Gaddhipura, Hindauncity"
Rajasthan,"Kota University, Kota","Bharat Mata T.T. College, Kishanganj, Baran"
Rajasthan,"Kota University, Kota","Govt. College, Gangapurcity"
Rajasthan,"Kota University, Kota","Agrawal Kanya Mahavidhyalaya, Gangapurcity"
Rajasthan,"Kota University, Kota","Prashanti T.T. College, Mahaveer Nagar, Kota"
Rajasthan,"Kota University, Kota","Vivekanand T.T. College, Suroth, Karauli"
Rajasthan,"Kota University, Kota","Darshan T.T. College, Jhalrapatan, Bhawanimandi Road, Jhalawar"
Rajasthan,"Kota University, Kota","LZEBRA GIRLS COLLEGE 121 SHASTRI NAGAR, KOTA"
Rajasthan,"Kota University, Kota","Eklavya Mahavidhyalaya, Near Opera Hospital, Baran"
Rajasthan,"Kota University, Kota","Lal Bahadur Shastri College, Mahaveer Nagar Extension, Kota"
Rajasthan,"Kota University, Kota","Govt. Girls College, Jhalawar"
Rajasthan,"Kota University, Kota",SMT INDIRA GANDHI PRIYA DARSHANI HINDAUNCITY
Rajasthan,"Kota University, Kota","Shri Shyam College, Baran"
Rajasthan,"Kota University, Kota","Eklavya Mahavidhyalaya, Indrajit Vila, Civil Line, Jhalawar"
Rajasthan,"Kota University, Kota","SANJIVNEE MAHAVIDHYALAYA AKTASHA TALERA, BUNDI"
Rajasthan,"Kota University, Kota","Albert Einstein Womens T.T. College,Basant Vihar, Kota"
Rajasthan,"Kota University, Kota","Ramkrishan Parmahans T.T. College, Kaviraja Ki Haveli, Kotri Subjimandi, Kota"
Rajasthan,"Kota University, Kota","Maa Bharati PG College, Mahaveer Nagar-III, Kota"
Rajasthan,"Kota University, Kota","Govt. Girls College, Sawaimadhopur"
Rajasthan,"Kota University, Kota","Millinium T.T. College, Aklera, Jhalawar"
Rajasthan,"Kota University, Kota","Gopeshwar T.T. College,Kanwarpura, Kota"
Rajasthan,"Kota University, Kota","Govt. Commerce College, Kota"
Rajasthan,"Kota University, Kota","UMA SHIV T T COLLEGE BASANT VIHAR, KOTA"
Rajasthan,"Kota University, Kota","S.R.D. Modi College for Woman, Kota"
Rajasthan,"Kota University, Kota","Govt. Girls College, Bundi"
Rajasthan,"Kota University, Kota","J.L.N.T.T. College, Sakatpura, Kota"
Rajasthan,"Kota University, Kota","Raghukul T.T. College,Bahadur Singh Marg, Bundi"
Rajasthan,"Kota University, Kota","Amar Chand Rajkumari Bardiya Jain Vishwa Bharti College, Chhabra, Baran"
Rajasthan,"Kota University, Kota","GOVT COLLEGE NADOTI, KARAULI"
Rajasthan,"Kota University, Kota","GOVT LAW COLLEGE, BUNDI"
Rajasthan,"Kota University, Kota","Govt. J.D.B. Girls College, Kota"
Rajasthan,"Kota University, Kota","Swami Vivekanand T.T. College, Kelwara, Baran"
Rajasthan,"Kota University, Kota","AKLANK GIRLS COLLEGE BASANT VIHAR, KOTA"
Rajasthan,"Kota University, Kota","Bhagwati Mahavidhyalaya, Gangapurcity"
Rajasthan,"Kota University, Kota",NA
Rajasthan,"Kota University, Kota","Laxdeep T.T. College, Devpura, Bundi"
Rajasthan,"Kota University, Kota","Sarvodaya Mahila T.T. College, 20 Vigyan Nagar, Kota"
Rajasthan,"Kota University, Kota","Nirmal T.T. College, Hindauncity, Karauli"
Rajasthan,"Kota University, Kota","Vijay Singh Pathik Mahavidhyalaya, Srimahaveerji, Distt. Karauli"
Rajasthan,"Kota University, Kota","Bharti T.T. College, A 484, Industrial Area, Road No. 7, Anantpura, Kota"
Rajasthan,"Kota University, Kota","EXCELLENT LAW COLLEGE NAYAGAON BORABAS RAWATBHATA ROAD, KOTA"
Rajasthan,"Kota University, Kota","Maharaja Mool Singh Degree College, Lakheri, Bundi"
Rajasthan,"Kota University, Kota","Aklank T.T. College, Basant Vihar, Kota"
Rajasthan,"Kota University, Kota","Lal Bahadur Shastri T.T. College,Mahaveer Nagar Extension, Kota"
Rajasthan,"Kota University, Kota","Govt. Girls College, Baran"
Rajasthan,"Kota University, Kota","Kautilya Mahila T.T. College,Rawatbhata Road, Nayagaon, Kota"
Rajasthan,"Kota University, Kota","INDIRA GANDHI T T COLLEGE DEVPURA, BUNDI"
Rajasthan,"Kota University, Kota","Maa Saraswati Mahavidhyalaya, Baran"
Rajasthan,"Kota University, Kota","Govt. College, Kelwara, Baran"
Rajasthan,"Kota University, Kota","Om Kothari T.T. College, A-1, Special I.P.I.A., Kota"
Rajasthan,"Kota University, Kota","Dr. Zakir Hussain M.M.T.T. College, Varindhawan, Kota Road, Jhalawar"
Rajasthan,"Kota University, Kota","SARVODAYA T T COLLEGE VIGYAN NAGAR, KOTA"
Rajasthan,"Kota University, Kota","Sarvodaya T.T. College, Matunda, Bundi"
Rajasthan,"Kota University, Kota","Govt. College, Ramganjmandi"
Rajasthan,"Kota University, Kota","Ranthambore Mahavidhyalaya, Sawaimadhopur"
Rajasthan,"Kota University, Kota","Great India T.T. College, Khanpur, Jhalawar"
Rajasthan,"Kota University, Kota","MATA BHAGWATI DEVI DEV SANSKRITI MAHILA MAHAVIDYALAYA SISWALI, BARAN"
Rajasthan,"Kota University, Kota","Pragati T.T. College, Police Line, Baran Road, Kota"
Rajasthan,"Kota University, Kota","MAHARSHI DAYANAND MAHAVIDYALAYA SISWALI, BARAN"
Rajasthan,"Kota University, Kota","Veena Memorial Degree College, Karauli"
Rajasthan,"Kota University, Kota","Govt. College, Karauli"
Rajasthan,"Kota University, Kota","Swami Vivekanand T.T. College, Bhawanimandi, Jhalawar"
Rajasthan,"Kota University, Kota","Bhagwan Adinath Jairaj Marwara Mahavidhyalaya, Nainwa, Distt. Bundi"
Rajasthan,"Kota University, Kota","Bhagwati Kanya Mahavidhyalaya, Gangapurcity"
Rajasthan,"Kota University, Kota","R.M. Memorial T.T. College, Jannayak Bhawan, Kherliphatak, Kota"
Rajasthan,"Kota University, Kota","Maharana Pratap T.T. College, 234,Behind Central Academy School, Kota"
Rajasthan,"Kota University, Kota","JAIN DIWAKAR KAMALA MAHAVIDYALAYA, KOTA"
Rajasthan,"Kota University, Kota","Govt. College, Hindauncity"
Rajasthan,"Kota University, Kota","Mahila Shiksha Gramin Vidhyapeeth, Mainpura, Sawaimdhopur"
Rajasthan,"Kota University, Kota","MAHARSHI GAUTAM T T COLLEGE VIR SAVARKAR NAGAR, KOTA"
Rajasthan,"Kota University, Kota","Shri Prem Singh Singhvi Mahavidhyalaya, Chhipabarod, Baran"
Rajasthan,"Kota University, Kota","Bhagwan Mahaveer T.T. College, Kachroli, Teh.Hindauncity, Karauli"
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",Dada Dukhayal College of Education
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",College of Special Education Indraprastha
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",Swami Gansyamjivandasji M.B.A. College
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",Sheth Dosabhai Lalchand Law College
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh","GOVERNMENT ARTS AND COMMERCE COLLEGE, RAPAR"
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",M D College of Education
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",NA
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",MEWS COLLEGE OF MANAGEMENT and IT
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",Tolani Commerce College
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",Tolani College of Arts and Science
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh","Shri R. R. Lalan College of Arts and Science,"
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",Maa Ashapura B.Ed. and M.Ed. College of Girls
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",Baba Naharsingh Indraprastha Mahavidyaly
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",Shri Z N Patel Cheritable Trust Sanchalit Master of Social Work
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh","SHRI RAJABHAI P PATEL COMMERCE COLLEGE, KACHCHH"
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",Muktajivan Swamibapa Mahila Arts and Commerce College
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",SRK Institute Of Social Science
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",Tolani Institute of Commerce
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",Sheth R.D.Education Trust Sanchalit Arts and Commerce College
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh","G.M.D.C. Sponsored - Manibhai Valji Ramani and Manilal Punjabhai Ramani Arts College and Ratanshibhai Khimjibhai Khetani Commerce College,"
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",Dr.H R Gajwani College of Education
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",Gujarat Adani Institute of Medical Science
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",Shri H B Palan Arts and Commerce College
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh","SHREE VANI VINAYAK ARTS AND COMMERCE COLLEGE, KACHCHH"
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",Sheth S.V. Arts and Commerce College
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",Shri Bhuj Mercantile Co-Op Bank Charitable Trust Sanchalit Nursing College
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",Tolani Institute of Law
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",Government Science College
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",SRK Institute Of Management and Computer Education
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",Shri J.B.Thacker Commerce College
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",D.N.V. International Academy
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",S.D.Shethia College of Education
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh","SHRI LATE ANIRUDHH JAYANTILAL PARSOTAM BHANUSALI ARTS AND COMMERCE COLLEGE, KACHCHH"
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",Sanskar Institute of Management and Information Technology
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",Anjar Education Society Sanchalit P.G.D.H.R.M. College
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",Smt.V.D.Thacker College of Education
Gujarat,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",Veerayatan Institute of Computer Application and Business Administration
Maharashtra,"Krishna Institute of Medical Sciences Deemed University, Karad",NA
Maharashtra,"Krishna Institute of Medical Sciences Deemed University, Karad","Krishna College of Physiotherapy, Karad"
Maharashtra,"Krishna Institute of Medical Sciences Deemed University, Karad","Krishna School of Dental Sciences, Karad"
Maharashtra,"Krishna Institute of Medical Sciences Deemed University, Karad","Krishna Institute of Medical Sciences, Karad"
Maharashtra,"Krishna Institute of Medical Sciences Deemed University, Karad","Krishna Institute of Nursing Sciences, Karad"
Maharashtra,"Krishna Institute of Medical Sciences Deemed University, Karad","Krishna Institute of Biotechnology and Bioinformatics, Karad"
Assam,"Krishna Kanta Hanidiqui State Open University, Guwahati",NA
Andhra Pradesh,"Krishna University, Machhlipattanam","VIKAS DEGREE COLLEGE,VCHATRAI"
Andhra Pradesh,"Krishna University, Machhlipattanam",NOBLE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",SRI BALASAI DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",K.T.R.WOMEN'S COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",VENKATARAMA DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",S.V.L. KRANTHI DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",SRI RAJIV GANDHI DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",THE HINDU COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",DR. K.K.R. GOWTHAM COLLEGE OF EDUCATION
Andhra Pradesh,"Krishna University, Machhlipattanam",PRABHAS DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",ST. THOMAS COLLEGE OF EDUCATION
Andhra Pradesh,"Krishna University, Machhlipattanam",ADITYA DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",AVUTHU AMMI REDDY AND BONTHU MALLA REDDY
Andhra Pradesh,"Krishna University, Machhlipattanam","VIKAS DEGREE COLLEGE,KHAMBAMPADU"
Andhra Pradesh,"Krishna University, Machhlipattanam",S.G.S. (SMT. GENTELA SAKUNTALAMMA) COLLE
Andhra Pradesh,"Krishna University, Machhlipattanam",O.P.H.I.R DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",D.V.R. DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",MARIS STELLA COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam","VIKAS DEGREE COLLEGE, REDDYGUDEM"
Andhra Pradesh,"Krishna University, Machhlipattanam",ANDHRA LOYOLA COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",SRI MVKR COLLEGE OF EDUACTION
Andhra Pradesh,"Krishna University, Machhlipattanam",SRI SARADA DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",A.V.R. DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",SRI VIVEKANANDA DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",DR. D.S. KOTHARI COLLEGE OF EDUCATION
Andhra Pradesh,"Krishna University, Machhlipattanam","GOVT. DEGREE COLLEGE, BANTUMILLI"
Andhra Pradesh,"Krishna University, Machhlipattanam",VISWABHARATHI DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",SIDDHARTHA INSTT.OF HOTEL MANAGEMENT and C
Andhra Pradesh,"Krishna University, Machhlipattanam",MRR COLLEGE OF MCA
Andhra Pradesh,"Krishna University, Machhlipattanam",SYED APPALASWAMY COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",S.P.M.H. COLLEGE OF EDUCATION
Andhra Pradesh,"Krishna University, Machhlipattanam",S.P.K.R COLLEGE OF EDUCATION
Andhra Pradesh,"Krishna University, Machhlipattanam",PAVITRA DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",D.S.R. HINDU COLLEGE OF LAW
Andhra Pradesh,"Krishna University, Machhlipattanam",SATYA COLLEGE OF EDUCATION
Andhra Pradesh,"Krishna University, Machhlipattanam",T.S.R and E.R.R.GOVT. DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",SRI BALAJI DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",V.K.R COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",GUDRUN DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",INDUS INSTITUTE OF HOTEL MANAGEMENT and CU
Andhra Pradesh,"Krishna University, Machhlipattanam","VIKAS DEGREE COLLEGE, VISSANNAPETA"
Andhra Pradesh,"Krishna University, Machhlipattanam",S.L.R. PRATHIBA MODEL DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",S.K.R. DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam","GOVT. DEGREE COLLEGE,AVANGADDA"
Andhra Pradesh,"Krishna University, Machhlipattanam",D.A.R. COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",A.N.R. COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",S.R.R. and C.V.R. GOVT. COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",VISWA JYOTHI COLLEGE OF EDUATION
Andhra Pradesh,"Krishna University, Machhlipattanam",A.J. KALASALA
Andhra Pradesh,"Krishna University, Machhlipattanam",DR. ZAKIR HUSSAIN COLLEGE OF ARTS and SCIE
Andhra Pradesh,"Krishna University, Machhlipattanam",SRI AKRISHNAVENI MAHILA KALASALA
Andhra Pradesh,"Krishna University, Machhlipattanam",PRATHIBA COLLEGE OF EDUCATION
Andhra Pradesh,"Krishna University, Machhlipattanam",THE HINDU COLLEGE - MBA
Andhra Pradesh,"Krishna University, Machhlipattanam",NA
Andhra Pradesh,"Krishna University, Machhlipattanam",SRI SIDDHARTHA DEGREE COLLEGE FOR SCI.and COMPUTERS
Andhra Pradesh,"Krishna University, Machhlipattanam",S.G.L. (SARDAR GOWTHU LATCHANNA) DEGREE
Andhra Pradesh,"Krishna University, Machhlipattanam",A.G. and S.G.S. COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",A.N.R. P.L. ARTS and SCIENCE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",A.J. COLLEGE OF EDUCATION
Andhra Pradesh,"Krishna University, Machhlipattanam",SAPTAGIRI DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",MONTESSORI MAHILA COLLEGE OF EDUCATION
Andhra Pradesh,"Krishna University, Machhlipattanam",P.R.S.M. NATIONAL COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",KUNDA COLLEGE OF TECHNOLOGY and MANAGEMENT
Andhra Pradesh,"Krishna University, Machhlipattanam",SMT. VELAGAPUDI DURGAMBA SIDDHARDHA LAW
Andhra Pradesh,"Krishna University, Machhlipattanam",TRIVENI MAHILA DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam","VIGNAN DEGREE COLLEGE,KAIKALURU"
Andhra Pradesh,"Krishna University, Machhlipattanam",K.V.R. COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",S.D.M.S.M KALASALA
Andhra Pradesh,"Krishna University, Machhlipattanam",S.P.MAHILA HINDU KALASALA
Andhra Pradesh,"Krishna University, Machhlipattanam",CHAITANYA DEGREE and PG COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",RUTVIKS DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",VISWA VIGNAN COLLEGE OF EDUATION
Andhra Pradesh,"Krishna University, Machhlipattanam",SVH COLLEGE OF ENGINEERING
Andhra Pradesh,"Krishna University, Machhlipattanam",NOVA COLLEGE OF EDUCATION
Andhra Pradesh,"Krishna University, Machhlipattanam",SRI VIJAYANANDA DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",VAGDEVI DEGREE COLLEGE FOR WOMEN'S
Andhra Pradesh,"Krishna University, Machhlipattanam",RAJIV GANDHI DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam","VIKAS DEGREE COLLEGE, MANDAVALLI"
Andhra Pradesh,"Krishna University, Machhlipattanam",ANNAPURNA MEMORIAL MODERN DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",NALANDA DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",Y.V.N.R. GOVT.DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",S.R.S.V.R.G.N.COLLEGE OF ARTS and SCIENCE
Andhra Pradesh,"Krishna University, Machhlipattanam",ST. ANDREWS COLLEGE OF EDUCATION
Andhra Pradesh,"Krishna University, Machhlipattanam",SRI VIGNANA BHARATHI DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",P.R.P.M. DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",SRI VIDYA DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",SRI SAI NARAYANA DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",PRABHAS COLLEGE OF EDUATION
Andhra Pradesh,"Krishna University, Machhlipattanam",SRI KRISHNAVENI DEGREE COLLEGE
Andhra Pradesh,"Krishna University, Machhlipattanam",KVSR SIDDHARTHA COLLEGE OF PHARMACEUTICA
Andhra Pradesh,"Krishna University, Machhlipattanam",S.R.S.V. COLLEGE OF EDUCATION
